,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,bathrooms_bedrooms_avg,price_category
5926,0,785,900,Newport News,VA,37.0575,-76.4614,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,1,1.5,Bajo
5149,1,985,825,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,1,0,1,0,0,1,1,0,1,0,1.5,Bajo
2460,1,550,648,Indianapolis,IN,39.7953,-86.1387,RentLingo,0,0,1,0,0,0,1,0,1,1,1,0,1.0,Bajo
22,0,725,219,Aurora,CO,39.6828,-104.8078,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2066,1,1350,615,Alpine,CA,32.8288,-116.7554,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
1653,1,2050,580,North Hollywood,CA,34.1881,-118.3905,RentLingo,0,0,1,1,0,0,0,1,1,1,1,0,1.0,Alto
702,0,1469,460,Eugene,OR,44.041,-123.1254,RentLingo,0,0,0,0,0,0,1,0,1,0,1,0,1.0,Medio
7476,0,1220,1136,Las Vegas,NV,36.2336,-115.2906,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
2743,0,2885,661,Pasadena,CA,34.1474,-118.1391,RentDigs.com,0,1,0,0,0,1,0,0,0,1,0,0,1.0,Alto
1376,0,950,550,Denver,CO,39.7333,-104.914,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Bajo
1724,0,224,587,Decatur,IN,40.8297,-84.927,RentLingo,0,0,1,0,0,0,0,1,0,0,0,0,1.0,Bajo
2468,1,975,649,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
3754,0,640,724,Newport,KY,39.0685,-84.4725,Other,0,0,1,0,0,0,0,0,0,1,0,0,1.5,Bajo
2325,1,1299,636,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
460,1,635,404,Tucson,AZ,32.2264,-110.9438,RentLingo,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Bajo
5163,1,950,826,Houston,TX,29.7714,-95.4343,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
4183,1,750,750,Pittsburgh,PA,40.5007,-80.0667,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,1,1.0,Bajo
5526,0,1060,860,Taylorsville,UT,40.6498,-111.9625,Other,0,0,1,0,0,0,0,1,0,0,0,0,1.5,Medio
4082,1,2000,750,Baltimore,MD,39.2982,-76.614,RentLingo,1,0,1,1,0,0,1,1,0,0,1,1,1.0,Alto
1486,1,450,560,West Fargo,ND,46.8861,-96.9,RentLingo,1,0,0,0,0,0,0,0,0,0,1,0,1.0,Bajo
3678,1,1250,720,Brighton,CO,39.9608,-104.8195,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
282,1,1145,350,Philadelphia,PA,40.0054,-75.1415,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4558,1,740,780,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1,0,1,0,1,0,1,1,1,0,1,0,1.5,Bajo
4308,0,1141,759,Lawrenceville,GA,34.0072,-84.0034,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,1.0,Medio
4865,1,915,800,Tallahassee,FL,30.4601,-84.2714,RentLingo,1,0,1,0,1,0,0,1,0,1,1,0,1.5,Bajo
3537,0,900,709,San Marcos,TX,29.8831,-97.945,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
7265,1,900,1100,Cedar Falls,IA,42.5286,-92.4509,RentLingo,1,0,0,0,0,0,1,1,0,0,1,1,2.0,Bajo
2581,0,705,650,Toledo,OH,41.6721,-83.6046,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,0,1.0,Bajo
1368,1,1055,550,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Medio
8746,1,1625,1684,Goodlettsville,TN,36.3245,-86.7381,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
6930,0,2195,1050,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
597,1,1195,442,Hillsboro,OR,45.5223,-122.9416,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
4351,0,3733,763,Santa Monica,CA,34.0263,-118.4732,RentDigs.com,0,1,0,0,0,0,0,0,1,1,0,0,1.0,Alto
6346,1,2030,957,Sammamish,WA,47.5892,-122.0343,RentDigs.com,0,1,1,1,1,1,0,0,1,1,0,1,2.0,Alto
8283,1,1250,1363,Manhattan,KS,39.1984,-96.6052,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Medio
6379,0,1039,961,Apex,NC,35.6775,-78.7763,RentDigs.com,0,0,0,0,0,0,1,1,0,0,0,0,2.0,Medio
4758,0,1955,798,Nashville,TN,36.137,-86.783,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.0,Alto
646,1,1069,450,Minneapolis,MN,44.9855,-93.3023,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6381,0,1095,962,Oklahoma City,OK,35.471,-97.5299,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8957,0,5000,2000,Union,NJ,40.7147,-74.3634,Other,1,0,0,0,0,0,1,0,0,0,0,0,3.0,Alto
6023,1,4895,915,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.0,Alto
6727,1,1370,1008,New Bedford,MA,41.6505,-70.9367,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
3468,0,965,703,Arlington,TX,32.7767,-97.0816,RentDigs.com,0,1,0,0,0,1,0,1,0,0,0,0,1.0,Bajo
6593,0,2589,1000,Glendale,CA,34.1672,-118.2671,RentDigs.com,0,0,0,0,0,0,0,0,1,1,0,0,2.0,Alto
2990,0,1000,678,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Bajo
8689,1,1625,1612,Charlotte,NC,35.2016,-80.8124,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
4875,1,854,800,Cleveland,OH,41.4983,-81.6437,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Bajo
2544,1,975,650,Glendale,AZ,33.5944,-112.1837,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8382,1,954,1410,Greeley,CO,40.4146,-104.7321,RentLingo,0,0,0,0,0,0,0,1,1,0,0,0,2.5,Bajo
5341,1,1100,847,Somerdale,NJ,39.842,-75.0295,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Medio
8869,0,595,1845,Pampa,TX,35.5427,-100.9644,Other,0,0,0,0,0,0,0,0,0,0,1,0,1.5,Bajo
9232,0,4500,5407,Eden Prairie,MN,44.8653,-93.4749,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,4.5,Alto
4066,1,1339,749,Houston,TX,29.7777,-95.3914,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Medio
3988,1,820,742,West Des Moines,IA,41.5835,-93.7597,RentLingo,0,0,1,1,1,0,0,1,1,1,1,0,1.0,Bajo
2160,1,914,623,Saint Petersburg,FL,27.7873,-82.6772,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
685,0,1250,455,Portland,OR,45.5091,-122.6449,RentLingo,1,0,1,0,1,0,1,1,0,0,1,0,1.0,Medio
6580,0,4200,1000,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
3243,0,1259,698,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,1.0,Medio
7427,1,920,1128,Platteville,WI,42.746,-90.4961,RentLingo,1,0,1,0,1,0,1,1,1,0,1,0,1.0,Bajo
6901,0,1317,1042,Virginia Beach,VA,36.8623,-76.0114,RentDigs.com,0,0,1,0,0,1,0,0,0,1,0,0,2.0,Medio
8011,1,2300,1265,Linthicum Heights,MD,39.2081,-76.661,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.5,Alto
4083,1,1995,750,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
2837,1,1100,669,Kansas City,MO,39.0744,-94.5521,RentLingo,1,0,1,0,1,0,1,1,0,0,1,0,1.0,Medio
3697,1,895,720,Colorado Springs,CO,38.8562,-104.772,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6267,0,1300,950,Taunton,MA,41.9049,-71.1027,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
4941,1,1025,803,Arlington,TX,32.7583,-97.088,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,0,1.5,Medio
5946,0,500,900,Greenville,TX,33.1472,-96.104,RentDigs.com,0,0,0,0,0,0,0,1,0,0,1,0,1.5,Bajo
4583,1,2225,783,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,1,0,0,1,1,0,1,1,1.0,Alto
5784,0,985,895,Fairfield,OH,39.3344,-84.5623,RentDigs.com,0,0,0,1,0,1,0,1,0,1,0,0,1.5,Bajo
4040,0,1014,747,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.0,Bajo
2230,1,979,628,Richmond,VA,37.5802,-77.5191,RentDigs.com,0,0,1,0,0,0,0,0,0,1,1,0,1.5,Bajo
7535,1,2400,1150,Madison,WI,43.0724,-89.4003,RentLingo,1,0,1,0,0,0,0,1,1,0,1,1,2.5,Alto
2320,1,835,635,Minneapolis,MN,44.9855,-93.3023,RentLingo,0,0,1,0,0,0,0,1,0,0,1,0,1.0,Bajo
4878,1,845,800,Omaha,NE,41.2562,-96.0404,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
521,0,600,420,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,1.5,Bajo
522,0,569,420,Bloomington,IN,39.1471,-86.5136,RentLingo,1,0,1,0,1,0,1,1,0,1,1,0,2.0,Bajo
5345,1,1337,848,Suitland,MD,38.8391,-76.9175,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Medio
8051,0,1350,1275,Marietta,GA,33.9295,-84.4662,RentDigs.com,0,1,0,0,0,0,0,0,0,1,0,0,2.5,Medio
1311,1,1505,545,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,0,1,1,0,0,1,1.0,Alto
3983,0,1199,742,Dallas,TX,32.8261,-96.7472,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Medio
6494,1,1865,979,Minneapolis,MN,44.9855,-93.3023,RentLingo,0,0,1,1,0,0,0,1,0,0,1,1,2.0,Alto
8831,0,1900,1800,Lewes,DE,38.7258,-75.1742,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
7780,0,1400,1200,Attleboro,MA,41.9392,-71.3028,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,1,1.5,Medio
780,1,835,477,Dallas,TX,32.9012,-96.7916,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Bajo
8066,1,1327,1280,Yorktown,VA,37.1783,-76.4582,RentDigs.com,0,0,0,0,0,0,0,0,0,1,0,0,2.5,Medio
6994,1,2098,1058,Oxnard,CA,34.1873,-119.1738,RentLingo,0,1,1,1,1,0,0,1,1,1,1,1,2.0,Alto
5607,1,1605,871,Woodbury,NJ,39.825,-75.1322,RentDigs.com,0,1,0,1,0,1,0,0,0,1,0,1,1.0,Alto
5978,1,730,906,Hoover,AL,33.3926,-86.8018,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
651,0,900,450,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
8000,0,1625,1260,Nashua,NH,42.7527,-71.4854,RentDigs.com,0,0,0,1,0,1,0,1,0,0,0,1,1.5,Alto
2196,0,1039,625,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,1,0,0,0,0,0,0,1.0,Medio
7329,1,1395,1112,Middleton,WI,43.1153,-89.5249,RentLingo,1,1,1,0,1,0,1,1,1,0,1,1,1.0,Medio
369,0,3000,400,Dania Beach,FL,26.0512,-80.147,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.5,Alto
6768,1,2900,1017,Kaneohe,HI,21.4199,-157.8117,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
4214,1,1305,751,Colorado Springs,CO,38.8562,-104.772,RentLingo,1,1,1,1,0,0,1,1,1,1,1,0,1.0,Medio
377,0,1500,400,San Marcos,CA,33.1463,-117.1694,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Alto
7670,0,1210,1182,Smyrna,GA,33.8737,-84.5097,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,0,2.0,Medio
2216,1,1245,627,Atlanta,GA,33.7848,-84.3922,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
7851,0,1350,1210,Madison,WI,43.0724,-89.4003,RentLingo,1,0,1,1,1,0,1,1,1,0,1,1,2.0,Medio
1613,0,739,575,Cincinnati,OH,39.1679,-84.4933,Other,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
1827,1,1460,600,Pico Rivera,CA,33.9883,-118.0875,RentDigs.com,0,0,1,0,0,0,0,0,0,0,1,0,1.0,Medio
3632,0,1119,718,Midlothian,VA,37.4774,-77.6585,Other,0,0,0,0,0,0,0,0,1,1,0,0,1.0,Medio
962,1,650,500,Dallas,TX,32.8212,-96.7853,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2993,0,815,678,Greensboro,NC,36.0723,-79.8196,RentDigs.com,1,0,0,0,0,0,1,1,0,1,0,0,1.0,Bajo
6606,1,2050,1000,Philadelphia,PA,40.0054,-75.1415,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
8933,1,5595,1950,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Alto
7857,1,1235,1213,Lilburn,GA,33.873,-84.112,RentDigs.com,0,1,0,1,0,1,0,1,0,1,1,1,2.0,Medio
6995,1,1845,1058,Odenton,MD,39.0747,-76.7017,RentDigs.com,1,1,1,0,0,1,1,1,0,1,1,1,2.0,Alto
359,1,1045,395,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
3839,0,1050,730,Round Rock,TX,30.5118,-97.6873,RentLingo,0,0,0,1,0,1,0,0,0,0,0,0,1.0,Medio
6909,0,1375,1044,Greensboro,NC,36.0703,-79.7719,RentDigs.com,1,1,1,0,0,0,0,0,0,1,0,0,2.0,Medio
1246,1,1275,536,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7263,0,925,1100,Marietta,GA,33.9295,-84.4662,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,0,2.0,Bajo
6511,0,2552,981,Pasadena,CA,34.1375,-118.1656,RentDigs.com,0,1,0,0,0,1,0,0,0,0,0,0,1.0,Alto
5087,0,1225,820,Federal Way,WA,47.3099,-122.3139,RentDigs.com,0,0,0,0,0,0,0,1,0,1,0,0,1.0,Medio
3694,0,919,720,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,1,0,1,0,1,1,0,0,1.0,Bajo
1573,1,649,570,Houston,TX,29.7714,-95.4343,RentLingo,1,0,1,0,0,0,1,0,0,1,1,0,1.0,Bajo
6281,0,1044,950,Roswell,GA,34.025,-84.3128,RentDigs.com,0,0,0,1,0,1,0,0,0,1,0,0,1.5,Medio
7566,1,1179,1154,Clayton,NC,35.6101,-78.4715,RentDigs.com,1,0,0,0,0,1,1,1,1,1,0,1,2.0,Medio
2567,1,850,650,Valdosta,GA,30.8655,-83.2658,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
3423,1,692,700,Overland Park,KS,38.9259,-94.6916,RentLingo,1,0,1,1,1,0,0,1,1,0,1,1,1.0,Bajo
2037,0,1097,612,San Antonio,TX,29.4624,-98.5253,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8530,0,1699,1500,Milwaukee,WI,43.0531,-87.9659,RentLingo,0,0,0,0,0,0,0,1,1,0,0,0,2.5,Alto
772,1,740,475,Cincinnati,OH,39.1679,-84.4933,RentLingo,1,1,1,0,0,0,0,1,0,0,1,0,1.0,Bajo
5380,0,1450,850,Coraopolis,PA,40.5059,-80.1869,RentDigs.com,0,0,1,0,0,0,0,1,1,1,1,1,1.5,Medio
8836,1,1500,1800,Hartford,SD,43.6265,-96.9523,RentLingo,0,0,0,1,0,0,0,0,1,0,0,0,2.5,Alto
3562,1,1390,711,Atlanta,GA,33.7848,-84.3922,RentLingo,1,0,1,0,0,0,1,1,0,1,1,1,1.0,Medio
562,0,765,430,New London,CT,41.3498,-72.1062,RentDigs.com,0,0,0,0,0,1,0,0,1,1,0,1,1.5,Bajo
2546,1,975,650,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
5510,1,1825,857,Denver,CO,39.7673,-105.0151,RentDigs.com,0,1,0,0,0,1,0,0,1,0,0,0,1.0,Alto
5330,1,1315,846,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
6840,1,1690,1030,Oklahoma City,OK,35.4751,-97.5035,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,0,2.0,Alto
4531,1,2050,780,Bellevue,WA,47.6156,-122.2109,RentDigs.com,0,0,0,0,0,1,0,1,0,1,0,1,1.0,Alto
1674,0,1150,581,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Medio
365,1,1173,398,Chicago,IL,41.8625,-87.6825,RentLingo,0,0,1,0,0,0,0,1,1,0,0,0,1.0,Medio
6779,1,5495,1020,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,1,1,0,0,0,0,0,0,1,1,2.0,Alto
6672,1,900,1000,Pittsburgh,PA,40.4448,-79.9725,RentLingo,0,0,0,0,0,0,0,0,0,0,1,0,1.5,Bajo
4327,1,1170,760,Dallas,TX,32.7826,-96.777,RentDigs.com,0,1,0,1,0,1,0,1,1,1,0,0,1.0,Medio
9221,0,14950,4044,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Alto
147,0,645,250,Surfside Beach,SC,33.6285,-78.9873,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,1.0,Bajo
1668,1,825,580,Baton Rouge,LA,30.4376,-91.0221,RentLingo,1,1,1,0,1,0,1,1,1,1,1,0,1.0,Bajo
3088,1,905,685,Stockbridge,GA,33.5571,-84.2167,RentLingo,0,0,1,0,0,0,0,0,0,1,1,0,1.0,Bajo
8136,0,1475,1300,Sewickley,PA,40.5522,-80.1531,RentDigs.com,0,0,0,0,0,1,0,0,0,0,0,1,2.0,Medio
407,0,975,400,Austin,TX,30.3043,-97.7169,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
8851,1,1249,1810,Irmo,SC,34.119,-81.1962,RentLingo,0,0,1,1,1,0,0,0,1,0,0,0,3.5,Medio
3456,1,945,702,Fort Wayne,IN,41.094,-85.128,RentLingo,0,0,1,0,0,0,0,0,1,1,1,0,1.0,Bajo
6186,1,1350,939,Norman,OK,35.2505,-97.4596,RentDigs.com,0,0,0,0,0,0,0,1,0,0,0,1,2.0,Medio
4182,1,750,750,Dike,IA,42.4053,-92.6875,RentLingo,0,0,0,0,0,0,0,1,0,0,1,0,1.5,Bajo
3576,0,2669,713,Los Angeles,CA,34.0451,-118.2414,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,1.0,Alto
3271,1,1925,700,Washington,DC,38.9118,-77.0132,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
4940,0,1025,803,Arlington,TX,32.7583,-97.088,RentDigs.com,0,0,0,0,0,1,0,1,0,0,0,0,1.5,Medio
1031,0,1443,510,Lynnwood,WA,47.8616,-122.2729,RentDigs.com,0,0,0,0,0,1,1,0,0,1,0,0,2.0,Medio
6759,1,1050,1015,Albuquerque,NM,35.1038,-106.611,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
6230,1,1245,946,Lexington,KY,38.0172,-84.4931,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Medio
6592,1,2650,1000,Los Angeles,CA,34.0372,-118.2972,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
9061,1,2225,2225,Columbus,OH,39.9974,-82.9829,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Alto
6789,1,856,1020,Indianapolis,IN,39.7953,-86.1387,RentLingo,1,0,1,0,0,0,0,1,1,1,1,0,1.5,Bajo
855,1,1215,491,Portland,OR,45.5091,-122.6449,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Medio
3926,1,1325,738,Westbrook,ME,43.6846,-70.3559,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
78,0,950,250,Aurora,CO,39.6828,-104.8078,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
2247,0,1326,630,Pittsburgh,PA,40.4448,-79.9725,RentLingo,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Medio
8167,1,2900,1310,Northridge,CA,34.2417,-118.5257,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Alto
9190,1,2750,3100,Battle Ground,WA,45.7941,-122.5216,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Alto
8839,1,1375,1800,Irmo,SC,34.119,-81.1962,RentLingo,0,0,1,1,0,0,0,0,1,0,1,0,2.5,Medio
7978,1,875,1251,Menasha,WI,44.2146,-88.4323,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,1.5,Bajo
7106,0,1189,1080,Micro,NC,35.5626,-78.2042,RentDigs.com,1,0,0,1,0,0,1,0,1,1,0,0,2.0,Medio
788,0,829,479,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,0,1,0,1,0,0,1.5,Bajo
2279,0,593,630,Bedford Heights,OH,41.39,-81.527,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,0,1.0,Bajo
4095,0,1700,750,Somerville,NJ,40.5437,-74.66,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Alto
3897,0,1429,735,Bellevue,WA,47.6146,-122.1684,RentDigs.com,0,0,0,0,0,0,0,1,1,0,0,0,1.0,Medio
6719,0,910,1007,Winston Salem,NC,36.0652,-80.3179,RentDigs.com,0,0,0,0,0,1,1,1,0,1,1,0,2.0,Bajo
8375,0,4100,1408,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
8730,1,1499,1665,Charlotte,NC,35.2016,-80.8124,RentLingo,0,0,0,0,0,0,0,0,0,1,0,0,2.5,Alto
3631,1,1269,718,Littleton,CO,39.5816,-105.0387,RentLingo,1,1,1,1,1,0,1,1,1,1,1,0,1.0,Medio
7724,1,1845,1195,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,0,0,0,1,0,0,0,1,0,0,0,0,2.0,Alto
6272,1,1225,950,UNK,UNK,39.8163,-98.5576,RentLingo,1,1,1,0,0,0,1,1,1,1,1,0,1.5,Medio
424,1,895,400,Austin,TX,30.3054,-97.7497,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,0.5,Bajo
392,0,1150,400,Owings Mills,MD,39.4276,-76.7727,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7702,1,850,1189,Shreveport,LA,32.4645,-93.7879,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Bajo
16,0,1400,219,San Francisco,CA,37.7599,-122.4379,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
7711,1,1510,1191,Las Vegas,NV,36.1536,-115.1965,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
4200,1,615,750,Jackson,MI,42.2418,-84.3984,RentLingo,0,0,1,0,0,0,0,1,0,1,1,0,1.5,Bajo
2672,0,1030,657,Austin,TX,30.3054,-97.7497,RentLingo,0,1,0,0,0,1,0,1,0,1,0,0,1.0,Medio
2444,0,2800,648,Sunnyvale,CA,37.3695,-122.0241,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
7388,1,1200,1122,Weston,WI,44.9056,-89.5715,RentLingo,1,0,1,0,1,0,0,1,1,0,1,0,2.0,Medio
6976,0,1130,1052,Kyle,TX,30.0066,-97.8071,RentLingo,0,0,1,0,0,0,0,0,0,0,0,0,2.0,Medio
3493,1,935,705,Fishers,IN,39.96,-85.9837,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Bajo
6044,0,1890,918,Bellevue,WA,47.6124,-122.1427,RentDigs.com,0,0,0,0,0,1,0,1,1,0,0,0,2.0,Alto
1459,1,1290,559,Austin,TX,30.3054,-97.7497,RentLingo,0,0,1,0,0,0,1,1,0,1,1,0,1.0,Medio
8182,0,1465,1317,Ocala,FL,29.1542,-82.1938,RentDigs.com,0,0,0,0,0,1,0,0,0,1,0,0,2.5,Medio
7528,1,2195,1148,Hanover,MD,39.1649,-76.7156,Other,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
8637,1,1449,1581,Dallas,GA,33.9217,-84.8634,RentLingo,0,0,1,0,0,0,0,0,0,0,1,0,2.5,Medio
8228,0,2503,1337,Princeton,NJ,40.3663,-74.6688,RentDigs.com,0,0,0,0,0,0,0,0,0,0,0,0,2.5,Alto
3835,0,1245,730,Hamden,CT,41.3708,-72.9259,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Medio
8599,0,1570,1550,Pittsburgh,PA,40.4678,-79.9134,RentDigs.com,0,0,1,0,0,0,0,1,0,0,0,0,2.5,Alto
5683,1,1335,880,Perry Hall,MD,39.4044,-76.4482,RentDigs.com,0,0,0,0,0,1,0,0,0,0,0,0,1.5,Medio
7981,0,1874,1254,Cincinnati,OH,39.1054,-84.5022,RentDigs.com,0,0,0,0,0,1,0,1,1,1,0,0,2.0,Alto
5827,0,2000,900,Ridgewood,NY,40.7029,-73.8797,Other,0,0,0,0,0,0,0,0,0,0,0,0,1.5,Alto
9002,1,2400,2086,Pittsburgh,PA,40.4448,-79.9725,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
4724,1,2050,795,Seattle,WA,47.616,-122.3275,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Alto
9053,1,1250,2200,Junction City,KS,39.0296,-96.8345,RentLingo,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Medio
5887,1,1100,900,Anchorage,AK,61.1723,-149.8414,RentLingo,0,0,0,0,0,0,0,0,1,0,0,0,1.5,Medio
